Title,Content
Subhas-BhatacharjeeNorth-Eastern-States-are-small-and-are-in-the-developing-stage-which-have-a-long-way-to-g,"Subhas BhatacharjeeNorth Eastern States are small and are in the developing stage which have a long way to go in economic development and trade. Region contributes three per cent of India's gross domestic product. Barely one per cent of the region's agri-output is exported, with a lack of infrastructure for long-term storage. These States have factor endowments and skills which are quite amenable to trade and be further developed and promoted for the purpose of exports and create an international/ASEAN trade image of North East. While the prospects of NE-ASEAN trade are good, the problem to develop them is also quite formidable.Agribusiness and Food Processing has emerged as a high growth, high profit sector. The vast availability of natural raw material, favourable policy matters and numerous economic incentives & benefits offered by the Central Government have made India and even North East an attractive destination for investment in agro & food processing. Though the sector has huge potential, it is somehow unfortunate that it has remained relatively under developed, due to which enormous quantities of valued farm produces worth INR 95000 Cr are wasted annually.In order to arrest this colossal National loss, application of improved modern technology to develop integrated food supply chain from farm to the fork of the consumer is of utmost importance for both the North East and the country as a whole.NE region has a quantum of marketable surplus in a number of perishable commodities which are rated as immune boosters. Being the hub of organic and exotic agro-horticultural produces, spices & herbs North East offers basketfull of opportunities for the unusual. With its proximity to south East Asian markets, being home to diverse and exotic variety of fruits and spices, region can be major centre of agribusiness and can command a high price in domestic and export market. Many of these produces are having GI tags, thus triggering huge possibilities for branded marketing. Presently around 26 agro- horticultural products are having GI tag from North Eastern region.A dedicated marketing and visibility campaign with proper packaging and branding for products from North East needs to be implemented, which will help in increasing the awareness in target customer segments. These could range from large to small enterprises/start-ups or directly to customers. Further, the agricultural and horticultural produce value chains are marred by several challenges such as inadequacy of infrastructure, unavailability of processing industries, production and aggregation issues, etc.In the North East, large losses from farm to plate are mainly attributed to poor handling, distribution, storage, and proper packaging. Valued resources that could otherwise be spent on more productive activities go into producing and transporting goods that only go to waste for the want of appropriate primary or secondary processing/packaging. Losses at every stage of the food chain can be reduced by using appropriate processing and packaging. It is estimated that more than 40% of fresh produces are wasted due to various reasons in the region resulting in loss of nutritional value. Monetary loss on that count is also very high.Appropriate processing, packaging with proper branding, labelling and publicity can pave the way to a great extent. Training & skill development on packaging can facilitate the firstgeneration entrepreneurs of North East in making a dent in marketing of produces. Agro-horticulture potential of North East has not been tapped, mainly due to lack of market led production practices, poor commercial understanding of farmers, insufficient infrastructure at the farm level, poor transportation system, inadequate road network, pack houses, cold storages, sorting grading lines, processing industries etc.Time bound agro-horticultural projects (vocal for local) through entrepreneurs and its marketing/branding can truly transform this goldmine region into a vibrant hub of horticulture business and trade.Initiatives of Government of India to promote horticulture development, appropriate strategies like adoption of market driven production system, enhancement of productivity, appropriate post-harvest handling through proper packaging, loading/unloading of commodities and promotion of pack house concept including collection center in the production clusters, cold storage, processing and value addition, creation of adequate transportation infrastructure and organized marketing system are necessary additions to current interventions to provide remunerative prices to farmers.Fruit and vegetable processing industry offers enormous possibilities to be the mainstay of the economic development so as to directly benefit the farmers and prevent the wastage of the valuable farm produces, create enough direct and indirect employment opportunities for the rural youth.The emphasis of the Govt of India to introduce intensive cultivation of fruits and vegetables over higher land acreage and enhancing the productivity, with the proactive involvement of the agencies like Mission for Integrated Development of Horticulture (MIDH) and the Mission for Organic Value Chain Development for North East Region (MOVCD-NER), is going to bolster the sector. Processing, preservation and value addition of produces is going to generate additional income of the farmers as well as the FBOs (Food Business Operators) including the first-generation entrepreneurs and the intermediaries as well as the unemployed youth leading to the overall development. One can take advantage of this situation thereby supporting his/her own sustainability and also in turn support farmers/producers who otherwise are in a cornered situation due to unavailability of suitable and immediate food preservation systems.Influence of Natural & Organic foods of North East on consumption pattern across urban centre and elite groups are already in existence for long. Hence, most important is to reduce the post-harvest losses with their on-farm and near farm cluster processing solutions suitable for Farmer’s Producers Organisations (FPO), Farmers Producers Companies (FPC) and also large individual farmers of the North East.These sustainable processing and packaging can gear up domestic and export market further and bring a win-win-situation for farmers/producers as well as entrepreneurs of the region. Besides, a plethora of expertise under different Mission and Incubation Centre with innovative hand holding approach can utilise the naturally available resources of North East significantly.Considering the difficult terrain and the logistic issues, it is always preferred to set up facilities for value addition and processing in MSME sector. One can initiate and facilitate linking the up-coming units with established PAN India brands in the market to avoid initial stress of marketing of the products directly.Marketing through the established brands will support the processors in bringing up sustainability. However, there is an ample scope to self-sustain the sector considering the potential horticultural produces of North East States."
IMPHAL-Mar-17Manipur-team-for-the-70th-Senior-Men-s-National-Championship-left-Imphal-today-for-Ahmednagar-,"IMPHAL, Mar 17Manipur team for the 70th Senior Men's National Championship left Imphal today for Ahmednagar, Maharashtra.10 teams and 2 officials are in the team for the Championship that will be held from March 21 to 24 at District Sports Complex, Wadia Park, Tilak Road in Ahmednagar, Maharashtra.Mayengbam Menson, Salam Nganba, Ringku Athokpam, Laishram Rohan, Laishram Bidugan, Huidrom Jahindra, Lourembam Malemnganba, H Rozan, Vaishnav R and Th Prithibiraj are the athletes in the team led by Kh Khogendro and Th Jotilal as manager and coach."
On-the-27th-April-2019-World-Veterinary-Day-WVD-2019-will-be-celebrated-globally-on-the-theme-Value-of-Vaccination-and-it-is-an-opportunity-to-celebrate-the-contributions-of-veterinarians-to-,"Dr K Rashbehari SinghOn the 27th April 2019 World Veterinary Day (WVD) 2019    will be celebrated globally on the theme, ‘Value of Vaccination’ and it is an opportunity to celebrate the contributions of veterinarians to the health of animals and society. The WVA (World Veterinary Association)  will co-host the World Veterinary Day Award 2019 with HealthforAnimals, the global animal medicines association and the Award has increased to USD $ 2500.  All WVA Veterinary Associations, who may submit evidence that demonstrate their support of the value of   vaccination, can apply for the award.A biological preparation that provides active acquired immunity to a particular disease is called a vaccine. A vaccine typically contains suspension of weekend, killed, or fragmented microorganisms or toxins or of antibodies or lymphocytes that is administered primarily to prevent disease. The administration of vaccines is called vaccination.Veterinary vaccines are important for animal health, food production, animal welfare and public health. They are a cost-effective method to prevent animal disease, enhance efficiency of food production, and reduce or prevent transmission of zoonotic and foodborne infections to people.In this modern society, effective and safe animal vaccines are essential. Without vaccines for prevention of epizootics (an epidemic outbreak of disease in an animal population, often with the implication that it may extend to humans) in food-producing animals, it would be impossible to produce enough animal protein to feed the nearly 7 billion people on earth. Again, without companion animal vaccines, especially rabies vaccine many people would not keep a pet in the household and would not experience the satisfaction of the human animal bond. Zoonotic diseases (infectious diseases that can be naturally transmitted between animals and humans) such as brucellosis and leptospirosis would be much more prevalent without effective vaccines.New variants of existing pathogens and new diseases emerge every year, menacing human as well as animal health.   These new pathogens and diseases cause public and animal health issues and to solve these   issues, development of new vaccines is required.  Vaccines offer one of the best, long- term solutions for effective prevention of existing and emerging infectious animal diseases today and in the future.Both animal and human lives will be benefited from the continued progress in vaccine research and development. For this continued progress, a clear understanding of the benefits and risks associated with vaccines is needed amongst the regulatory authorities, researchers, industry, veterinarians, the media and the general public.Seventy five (75) per cent of all new human pathogens originate from animal sources and therefore vaccines are key to limiting the spread of infectious diseases from animals to people in future.Not only protecting companion animals and livestock against the infectious diseases, the vaccines ensure the provision of healthy and nutritious food such as eggs, milk and meat products. Without vaccination the picture of close association between people and their pets will be different. Vaccinations against the infectious diseases of food producing animals play a key role for efficient livestock production. Over 100 different veterinary vaccines are currently commercially available.EXAMPLES OF IMPACT OF VETERINARY VACCINESRinderpest disease is an acute, highly contagious, viral disease of cattle, domesticated buffalo and some species of wildlife. This disease is a classic example of how an animal disease can have a large public health impact.  Cattle infected with rinderpest were shipped to Africa in the year 1889 causing an epidemic that established the virus on the continent. Initially, approximately 90 per cent of the cattle died in the sub-Saharan Africa. Sheep, goat, wild buffalo, giraffe and wildebeest were also decimated. Draft animals, domestic livestock and wildlife were killed by the disease and that resulted in mass starvation, killing a third of the human population in Ethiopia and two-thirds of Maasai people of Tanzania. Thickets were formed in grasslands due to reduced number of grazing animals and these thickets served as breeding grounds for tsetse flies, the vector of trypanosomes, resulting in an outbreak of trypanosomiasis (African sleeping sickness) in humans. This epidemic of rinderpest disease is considered by some to have been the most catastrophic natural disaster ever to affect   Africa. The Global Rinderpest Eradication Programme is a large scale international collaboration involving vaccination, local and international trade restrictions, and surveillance. This international collaboration may be one of the veterinary medicine’s greatest achievements and riderpest may soon become only the second disease, after smallpox, to be globally eradicated.Rabies may be the oldest infectious disease known to man. Human rabies in developed countries have nearly eliminated due to vaccination of rabies vaccine in domestic animals and wildlife.  Every year, it kills as many as 60,000 people worldwide, i.e.   about 1 person dying of rabies every 9 minutes. Over 95 per cent of human rabies cases are caused by the bite of rabies infected dogs. Rabies in human can be eliminated by adequate animal vaccination, providing awareness to those at risk and appropriate medical care for those who are bitten.ROLES OF VETERINARY VACCINESAccording to the United Nations Department of Economic and Social Affairs Population Division world population was approximately 6.9 billion in 2010, and is estimated to increase to just to over 8.6 billion in 2030 and reach 9.8 billion in 2050.  High–Level Expert Forum of the United Nations Food and Agricultural Organization (FAO) reported in October 2009 that in order to feed a projected world population, the overall food production will need to increase by 70 per cent between 2005/07 to 2050.  In meeting this need, vaccines that preserve animal health and improve production are important components.There is a major impact of vaccination for controlling zoonotic diseases in food animals, companion animals and wildlife on reducing the incidence of zoonotic diseases in people. It is unlikely that without rabies vaccines, families would be willing to keep cats and dogs as pets. Due to lack of available Brucella vaccines for animals, many countries have severe problems with Brucellosis in cattle, small ruminants, and people. However, vaccines of Brucellosis were instrumental in the eradication programme in the United States.Human and animal health faces a growing threat of emerging and exotic animal diseases and jeopardizes food security. Environmental degradation, globalized trade and travel and increase in human and animal populations, enhance opportunities for transfer of pathogens within and between species. Increased demand for animal protein has resulted in intensified commercial food animal production and/or expanded backyard production, which present unique challenges for disease emergence and control. Outbreak of emerging zoonotic diseases of both food and companion animals will be inevitable in the coming decades. For controlling emerging diseases, rapid development of animal vaccines will play a key role.With the extensive use of antibiotics in veterinary and human medicine, there is increasing concern related to antibiotic resistance. The need for antibiotics to treat infections in food producing and companion animals can be reduced by proper use of veterinary vaccines. Affordable and available vaccines reduce dependence on antibiotics for animal health.VACCINE PRODUCTIONThere is need of coordinated approach for animal and human infectious disease experts to prepare vaccines   for new and emerging diseases. Veterinary vaccines must be pure, safe, potent, effective and economical. For ensuring quality vaccine production for animal disease control, proper standards and production controls in the manufacture of veterinary vaccines are essential. Low and affordable cost of animal vaccines will encourage more use of vaccines and less use of antibiotics.CONCLUSIONLivestock and poultry play important roles in providing healthy and nutritious food and livelihoods to the farmers. New human and animal diseases will continue to emerge in future. To face the challenge, there is need for coordinated approach of the health, veterinary and public health communities at local and global levels. Readily accessible and economic production of veterinary vaccines will play a key role for protection of human and animal health, food safety and food security.To ensure access to critically important veterinary vaccines for current and future disease control needs, awareness campaigns about the recent trends of vaccines and vaccination are required.  Legislative support and conducive policy development will   help to stimulate public and private investment for vaccine production.  Availability of funding, continued investment and collaboration of different stakeholders will help in the development of new vaccines to face the emerging and challenging animal diseases.The writer is retired Deputy Director (Extension Education), Central Agricultural University, Lamphelpat, Imphal and can be reached at[email protected]"
PESHAWAR-Dec-12-At-least-23-people-were-killed-in-a-suicide-bombing-at-a-Pakistan-army-base-on-Tuesday-an,"PESHAWAR, Dec 12 : At least 23 people were killed in a suicide bombing at a Pakistan army base on Tuesday, an official said, in an attack claimed by militants affiliated with the Pakistani Taliban.The early-morning attack targeted a base in Dera Ismail Khan district of Khyber Pakhtunkhwa province, near the Afghan border, according to a local official who spoke on condition of anonymity.""Many of them were killed while they were sleeping and in civilian clothes so we are still determining if they are all military personnel,"" the official added.An additional 27 people were wounded when the explosive-laden suicide vehicle detonated at a school building which had been commandeered as a makeshift military base, he said.Three rooms had collapsed and efforts were underway to pull bodies from the ruins, with fears the toll could rise further still, he added.Tehreek-e-Jihad Pakistan -- a new group affiliated with the Pakistan Taliban -- said the assault began around 2:30 am (2130 GMT) with a ""martyrdom attack"" by one fighter before others stormed the compound.Pakistan's army have not yet commented on the incident.Pakistan has witnessed a dramatic spike in militant attacks, mainly in its border regions with Afghanistan, since the Taliban returned to power there in 2021.Analysts say Islamist fighters have been emboldened by the neighbouring insurgency's success following the withdrawal of US forces in 2021.The first half of 2023 saw a nearly 80 percent spike in attacks compared to last year, according to the Pakistan Institute for Conflict and Security Studies.Islamabad alleges that hostile groups operate from ""sanctuaries"" across the border, a charge the Taliban government routinely denies.The biggest threat to Pakistan is its domestic chapter of the Taliban known as Tehreek-e-Taliban Pakistan (TTP), which shares lineage and ideology with Kabul's rulers.In January, the TTP was linked to a mosque bombing which killed more than 80 police officers inside a headquarters in the northwestern city of Peshawar, capital of Khyber Pakhtunkhwa province.Islamabad said four troops were killed in September during a cross-border raid by ""hundreds"" of TTP fighters in Chitral, an area popular with domestic tourists. AFP"
By-Our-Staff-ReporterIMPHAL-Mar-20-Shija-Hospitals-and-Research-Institute-SHRI-has-completed-100-kidney,"By Our Staff ReporterIMPHAL, Mar 20 : Shija Hospitals and Research Institute (SHRI) has completed 100 kidney transplants.SHRI celebrated the milestone with an event  at its auditorium today where people living with transplanted kidneys, representatives of Mohan Foundation and All Manipur Kidney Transplant Association were present.Shija Kidney Care Card was also launched at the function.Speaking at the event, SHRI chairman cum managing director Dr Kh Palin said that 109 kidney transplants have been completed till date.He said that people with chronic kidney disease and a history of renal transplants can register for the Shija Kidney Care Card.Those with these cards would be given 20 per cent concession on laboratory investigations, 10 per cent discount on radiology investigations and procedures and up to 10 per cent discount on medicines.Even though dialysis is covered by CMHT and PMJAY, Erythropoietin is not covered by any of the two.Erythropoietin is an injection generally given to patients soon after undergoing kidney transplants.SHRI would provide this injection to kidney transplant patients free of cost with immediate effect, Dr Palin said.Medicines taken by people after undergoing kidney transplants must be taken for the whole life. SHRI would take up necessary measures to provide these medicines too free of cost, he said.Around two lakh chronic renal diseases are reported across India in a year but not all of them require kidney transplants. Many of them can survive with dialysis, he continued.Out of the two lakh cases, only around 12,000 undergo kidney transplants. A large number of patients who require kidney transplants cannot undergo the same medical procedure on account of various reasons,  unavailability of organ and limited number of donors being the main ones.When a person dies suddenly, eight organs are not dead. If these organs are donated, another person will survive, otherwise the living organs will either be cremated or buried along with the dead body, Dr Palin said.Now organ swapping has been permitted. This would certainly raise the number of kidney transplants, he said.JNIMS has also started performing kidney transplants and RIMS would also follow suit soon, he said.On the other hand, SHRI has been working hard to provide world-class health- care to the people of Mani-pur and beyond.The Governments of Nagaland, Arunachal Pradesh, Meghalaya, Tripura and Mizoram have empanelled SHRI for treatment of their citizens at the hospital.SHRI has already performed more than 100 cornea transplants and it is working to start liver transplants, Dr Palin added."
KALYANI-Mar-15Rajasthan-United-FC-registered-their-second-consecutive-victory-in-the-I-League-2023-24-when,"KALYANI, Mar 15Rajasthan United FC registered their second consecutive victory in the I-League 2023-24 when they scored once in each half to beat TRAU FC 2-0 at the Kalyani Municipal Stadium on Friday, March 15, 2024.Ghanaian striker Richardson Kwaku (4’) and Manipur boy William Pauliankhum (66’) were the scorers.Rajasthan United, who routed another bottom-rung side, NEROCA FC, in the previous match, have now gone a couple of steps up on the points ladder. They have 25 points from 20 matches and are in seventh place in the table.TRAU FC pulled off a mild surprise in their previous game when they managed to pocket all three points in the 2-1 victory against Namdhari FC. The good fortune didn’t last long, as on Friday, they were back to fighting relegation once again, having left the pitch empty-handed.With 10 points from 18 matches, TRAU are in serious trouble and it wouldn’t be easy for them to stay in the I-League top division.AIFF Media Team"
yesterday-Meira-Paibis-of-Soibam-Leikai-Wangkhei-Khunou-and-locals-staged-a-sit-in-protest-at-Citizens-Club-Soibam-,"IMPHAL, Oct 6 : Condeming the bomb blast at the residence of one Hanjabam Premkumar  at Wangkhei Khunou yesterday, Meira Paibis of Soibam Leikai, Wangkhei Khunou and locals staged a sit in protest at Citizens Club Soibam Leikai today.Speaking to media persons on the sideline of the protest,  one of the Meira Paibis, RK Sanatampha said that some unidentified persons threw the bomb at a Mandop which is attached to the house of Premkumar, at around 10.30 pm.She maintained that, at first, people did not realise it was a bomb as children often play with firecrakers during Durga Puja celebration.The Meira Paibis and locals of the area strongly condemned the act of throwing a bomb inside the residence where women and chilren are also staying.She further urged the individual/organisation responsible for the blast to clarify the reason for commiting the act.After the incident, a team of Imphal East district police inspected the location and an FIR was lodged as well.According to a source, there were no casulaties but the blast left about 30 tiny holes and dents on the tin roof of the Mandop apart from damaging some vehicles parked near the site of the blast."
Sir-Suspected-Burmese-Kuki-militants-spearheading-violent-attacks-on-native-Manipuris-May-03-,"Sir,Suspected (Burmese Kuki) militants spearheading violent attacks on native Manipuris (May 03, 2023 onwards) sent a ripple of anger and fear throughout the State. Demand for a separate (hill) administration added fuel to the fire. Central security forces deployed and Union Home Minister (Amit Shah) came, saw and engaged in talks with the concerned authorities and people. But the guns and the empty stomachs continue rumbling.Call it ethnic conflict, but in reality, the votaries of a separate administration have struck a chord with insurgents pursuing a political objective. Let us not forget that Merger Agreement between the Maharaja of Manipur and the Indian Govt. (1949), and the territory of Manipur State as defined under Article 1 of the Constitution of India, thereof, bear testimony to the unassailable position of Manipur's Integrity.Let us listen to the majority voice of peace and unity and (together) defeat the sinister plans of the foreign elements.Yours faithfully,P. Sharatchandra SinghMoirang,IAS Retd."
Dr-Ranbir-LaishramOh-Our-brave-young-frontline-warriors-Now-that-you-have-left-all-of-us-halfway-Tears,"Dr Ranbir LaishramOh, Our brave young frontline warriors !Now that you have left all of us halfway,Tears are our only farewell offeringsEven though you are no more,Your sacrifice will live on,You led us to a new dawn,We reaped peace as you faced war,Got better lives as you gave up yours,You fought valiantly till your last breath,You brightened up our homeland!You gave your young livesSo we could live  in liberty and tranquility.You shielded us from the terrorists' lurkingAnd we shall not forget your sacrificeIn our hearts, we hold you highlyIn our minds, we think of you dailyFor not everyone can do what you didAn epitome of love and selfless charityKnow that you are the pride of our homeland,And for every fallen soldier out there,Your life will forever be cherishedWe shall have you in our hearts,In every step we make hereafter.Because you sacrificed your priceless livesSo that your fellow men could live on…Your patriotism is admired by all of usWe will sing songs for your braveryWe also will tell our kids of your valourAnd we forever pray to GodThat your reward be made greatAnd your sacrifice never go in vainFor each life that you savedMay He grant more glory to your crownAnd for the peace we enjoyMay He grant more to your familyBut in our heart your souls forever live."
Jenin-Jan-30Israeli-undercover-agents-some-disguised-as-medical-staff-raided-a-West-Bank-hospital-Tuesday,"Jenin, Jan 30Israeli undercover agents, some disguised as medical staff, raided a West Bank hospital Tuesday and shot dead three Palestinian militants, in the first such operation in eight years.An AFP photographer saw a bullet hole on a pillow covered in blood following the raid at Ibn Sina Hospital in the northern city of Jenin, where Palestinians gathered around the bodies of those killed.The Israeli military said forces entered the hospital -- a major health facility serving Jenin city and its adjacent refugee camp -- to target a ""Hamas terrorist cell"".Announcing the killing by Israeli forces of three people inside the hospital, the Palestinian health ministry stressed healthcare facilities are granted special protection under international law.""The minister of health calls urgently on the United Nations General Assembly, international institutions and human rights organisations to end the daily string of crimes committed by the occupation (Israel) against our people and health centres,"" a ministry statement said.The Palestinian foreign ministry said the ""heinous"" hospital killings were a ""crime against humanity"", in a statement on X, formerly Twitter.Closed-circuit television footage tweeted by the Palestinian ministry and said to be from the hospital shows armed men and women, disguised in medical uniforms or civilian clothes, moving through its corridors.The video shows the Israeli agents using a baby carrier and a wheelchair as props.Hospital director Naji Nazzal told AFP that ""a group of Israeli forces entered the facility undercover and assassinated the men"". They used weapons fitted with silencers, he said.Inside the hospital, the AFP photographer saw blood soaked into a mat and a chair, and spattered across a wall.The official Palestinian news agency Wafa named the three men as Muhammad Jalamnah, Muhammad Ayman Ghazawi and Basel Ayman Ghazawi.""The operation was carried out at the hospital's rehabilitation ward where Basel Ghazawi had been undergoing treatment,"" the hospital's director said.- Palestinians 'hiding' in hospital -The Ghazawi brothers were claimed as fighters by the Islamic Jihad militant group, while Hamas said Jalamnah was a ""commander"" in its armed wing.The Israeli army charged all three were ""terrorists"" who were hiding in the hospital.Jalamnah was involved in ""significant terrorist activity"" and was known for distributing weapons and ammunition for use in shootings, the army said.It said he had been ""inspired"" by the October 7 attacks by Hamas militants in Gaza, that resulted in about 1,140 deaths, mostly civilians, in southern Israel, according to an AFP tally of official figures.He ""planned to carry out a terror attack in the immediate future and used the hospital as a hiding place and therefore was neutralised,"" the army said.Israel's relentless military offensive has killed at least 26,751 people in Gaza, most of them women and children, according to the health ministry in the Hamas-run territory.Weapons were placed on the bodies of the Ghazawi brothers as they were carried through the streets of Jenin in a funeral procession.Israel, which has occupied the West Bank since the 1967 Arab-Israeli war, has stepped up its incursions into Palestinian towns ands cities since October 7.Jenin has been the focus of repeated Israeli raids, in which the army has demolished homes and ripped up streets as well as carrying out air strikes.While Palestinians frequently accuse Israeli troops of preventing paramedics from reaching those wounded in incursions, deadly raids inside hospitals are rare.The last one happened on November 12, 2015, when undercover agents pretending to bring in a pregnant woman raided a hospital in the southern West Bank city of Hebron.They detained a Palestinian accused of a stabbing and killed his cousin inside Al-Ahli Hospital.Since the October 7 attacks triggered war between Israel and Hamas, more than 370 people have been killed by Israeli troops and settlers in the West Bank, according to the health ministry in Ramallah. PTI"
Dr-Ranbir-LaishramIn-life-s-journey-as-time-flies-by-Closer-we-come-to-saying-goodbye-Leaving-behind-ou,"Dr Ranbir LaishramIn life's journey, as time flies by,Closer we come to saying goodbye.Leaving behind our history vast,As our future dims, it's fading fast.Our lives, once filled with memories grand,Now more about the past, less about the present.Sharing our stories with those we hold dear,Moments cherished, drawing near.Growing old brings solace, a gentle grace,Understanding our purpose, finding our place.Seeking peace as health becomes dearer,Wealth and possession meaningless, as we draw near.Forgive the wrongs, cherish the right,Love deeply, with all your might.Helping those in need, lending a hand,Leaving behind kindness, across the land.At life's end, what truly remains immortal ?Wisdom gathered, amidst life's gains.Being humane, our lasting fame,In hearts and souls, our gentle flame."
Thuingaleng-Muivah-leader-of-India-s-oldest-rebel-organisation-has-told-Al-Jazeera-that-he-felt-the-Indian-,"Camp Hebron, Oct 7Thuingaleng Muivah, leader of India's oldest rebel organisation, has told Al Jazeera that he felt the Indian Government's abrupt decision to strip Kashmir's special status was ""unacceptable"".The 85-year-old leads the National Socialist Council of Nagalim - Isak Muivah (NSCN-IM) - North East India's largest rebel outfit with an estimated 5,000 to 15,000 members fighting for independence for more than four decades.NSCN-IM, formed in 1980, along with other armed groups based in Nagaland - a Christian-majority State - wants all Naga people unified in a new sovereign state called Nagalim.But the August 5 decision by the Indian Government to scrap Article 370 of the Constitution that granted Indian-administered Kashmira measure of autonomy has triggered anxieties across the North East region.""India's Kashmir decision [was taken] without respecting the history of the Kashmiris. [It] is not acceptable to us,"" he said.Expressing disappointment with the way the Government led by Prime Minister Narendra Modi diluted Kashmir's special status, Muivah said he feels ""nothing short of betrayal"" since India removed Kashmir's special status and brought its only Muslim-majority region under direct Central rule.Although India's hardline Home Minister Amit Shah has reassured regional leaders in the North East that Article 371 will not be scrapped, rebel groups fear that the current Hindu Nationalist Bharatiya Janata Party (BJP) Government may dilute these Constitutional provisions as part of its ""one Nation one Constitution"" vision.NSCN-IM, which signed a ceasefire deal in 1997, wants Nagalim to include all Naga-majority areas straddling across Manipur, Assam and Arunachal Pradesh States, as well as a part of western Myanmar across the border.In 2015, the rebel group led by Muivah signed a 16-point Framework Agreement with Prime Minister Modi and interlocutor RN Ravi but talks aimed at arriving at a political solution has dragged on.Muivah, who is based at Camp Hebron, the headquarters of the self-styled Government of the People's Republic of Nagalim, has expressed concerns at talks.Speaking from the camp spread across 81 hectares (200 acres) in Peren district of Nagaland, he said the Indian Government was backtracking on the question of Nagaland's sovereignty, a separate Constitution for the State and a flag for the Nagas.""Suddenly, they want the Nagas to come within the union of India. This came as a surprise to us,"" he told Al Jazeera. ""Sorry, but that is not possible.""In 1980, the NSCN-IM broke away from the first armed group formed in the 1960s, the Naga National Council, after a group of leaders signed the Shillong Accord in 1975, accepting the Constitution of India, without condition.Prior to the accord, a group of leaders led by Muivah had fled to China where they were believed to have been trained by the People's Liberation Army.While no definitive figures are available, the armed rebellion has cost lives running up to thousands, including civilians and Indian armed forces personnel.Since the Framework Agreement was signed, speculations have been rife over the kind of Naga sovereignty being negotiated.'Divisions among rebel ranks'Alex Waterman, a research fellow at the University of Leeds, said that bilateral talks have suited New Delhi's interests.""This meant the [Naga] parties were divided and couldn't bring combined clout to the negotiating table,"" he told Al Jazeera referring to divisions among rebel ranks.""It also suited the NSCN-IM, as it has needed to be able to stake the claim that its peace process is the only legitimate one to fend off rival factions and consolidate its 'Government' in its areas of influence.""But now, Muivah alleges, the Government has gone back on its commitment.Despite repeated requests, Government Interlocutor and current Nagaland Governor RN Ravi declined to give a comment to Al Jazeera.On the face of it, NSCN-IM demand for an integrated Nagalim goes head to head with Modi's vision of ""one Nation one Constitution"".Soon after independence from Britain in 1947, India integrated about 500 provinces and princely States but some of them joined on the condition that they would be accorded special rights. Hence India's Constitution guaranteed limited autonomy to some North East States as well as disputed Kashmir region.Senior journalist Bharat Bhushan says the Modi Government is ""keen on forging India as a unitary State"".""Our federalism is asymmetric as there are special Constitutional provisions for different States. However, keen on forging India as a unitary State, the present political dispensation in Delhi seeks uniformity in dealing with all the States of the union in the same manner,"" he told Al Jazeera.Pro-India partiesThe Indian National Congress (INC) party, which dominated the politics of the state for decades, has been accused of dragging its feet on the issue.But K Therie, president of the Congress party in Nagaland, said that the party ""gave us full Statehood and protection under 371A"".""Now even separate flag and Constitution are ruled out. We fear that Article 371 will also be removed,"" he told Al Jazeera.But the current State Government, which runs in coalition with the BJP, has resolved to continue ""facilitating"" the peace process.Mhonlumo Kikon, a BJP member of Legislative Assembly and Advisor to the Government of Nagaland, said the Government is ensuring whatever legislative or public support needed for the solution.""We are in constant consultation with Naga civil society and all possible stakeholders,"" he told Al Jazeera.The Modi Government has set October 31 deadline to arrive at a solution but with many issues still remained to be ironed out, the possibility of a final deal looks remote.Seven other Naga groups, who are also part of the talks, are open to signing the deal, but NSCN-IM is adamant on a separate flag and Constitution.Experts fear that any accord signed without consensus may fail, such as the Shillong Accord.Oscar Fernandes, a former Minister in the Congress Government who was part of negotiations in the early 2000s, said that the talks would get stalled at the integration of so-called Naga contiguous areas within India.States of Manipur, Assam and Arunachal Pradesh are opposed to ceding their Naga areas to the future Nagalim State.""I can't comment on what the Government has in store for them. But I hope the solution comes once and for all,"" he told Al Jazeera.Muivah said he is confident that he can work it out with parties with apparently conflicting interests. True to their motto, he asks to repose faith in the Lord above all else.""Nagalim is for Christ, so we will not betray. If we betray, God will no longer be with us.""   Al Jazeera"
