,video_id,comments
24,gaw8u_QHJEI,"['धन्यवाद', 'Aur kya bechogee', 'Boycott BJP in 2024... No employment, No proper health facility..', 'LIKE<<<<<DISLIKE', 'Sarm nhi ati abhi bhi mn ki bat kar rha hai', 'Mujhe to aapki awaaz sunte hi bhut gussa AA jaata h under se Kuch or ....or Bahar se desh k log k lie prem ka  dikhawa....andhe the hmlog Jo aapko starting me phchan nhi paaye.....ye desh ki yuva ki chinta krne ki nautanki bnd kijea....', 'Fenku!!\nAbb bass kar!! Bahut hua Tera drama!!', 'Desh k best actor dramabazz award of 2014 to 2021  kon hai ???', 'Kabtak modi ji akhir kabtak ,,, \nji isliye ki aap humary desh k pm hai...ye ji badalkar 2024 k baad jo jo hogy ye aapko v andaja nehi...ityhas yad rakhegy ....aak pm aisa v tha jo aapni oor sirf aapni maan ki suntey hai gareeb beyrojgar janta ki nehi...\n\nJai Hind 🇮🇳 🇮🇳 🇮🇳', 'Is insan ne desh ko barbad kar diya...', 'One more dislike from myside', 'zero press conferences. no other mature democracy has a PM like this', 'Panauti 😁', 'Modiji, please provide us rojiyan. \nWe are not interested in your bakchodiyan. \n😏😏😏😏😏😏😏😏', 'Like se jyada dislike', 'आरएसटीवी न्यूज़ चैनल में अब अच्छा नहीं है रेगुलर प्रोग्राम्स अब नहीं आ रहे लगता है सरकार दखलअंदाजी ज्यादा कर रही है आरएसटीवी जैसा पहले था वैसा ही होना चाहिए ना कि नेताओं की बकलोल बा जी सुनाने के लिए होना चाहिए सरकार की नीतियां न्यूज़ एंकर के माध्यम से होनी चाहिए', 'No 1 feku modi jhuta Modi sharam nam ki chiz tujme nhi h itna jhut bolta h jhut ko vi sharam ajaye', 'झूठ का पर्यायवाची शब्द "" मोदी ""', 'आदरणीय सम्मानीय प्रधानमंत्री को बड़े अदब बड़े सम्मान के साथ प्रणाम करता हूं नमन करता हूं अभिनंदन करता हूं महोदय आपसे एक निवेदन है जिसको आप लागू करके भारत जैसे देश में इतिहास रच सकते हैं महोदय निवेदन यह है कि हर सरकारी कर्मचारी का बच्चा सरकारी स्कूलों में पढ़ना चाहिए खासकर अध्यापकों के बच्चे तो सरकारी स्कूल में ही पढ़ने चाहिए  ताकि सरकारी विद्यालयों की शिक्षा गुणवत्ता व आधारभूत संरचना में तीव्र गति से सुधार हो सके. निवेदक उत्तम सिंह', 'बुरे कर्मों की सजा ही मिलती है, हम लोग को भी अपने बुरे कर्म जो वोट के रूप में हमने किया है उसकी सजा मिल रही है']"
25,3ZcOo_ThdTw,"['बेकार की बात', ""PM's inspiration to players nesesary after people's support.\nSubhas bose's ina center in mairang,good informing."", 'Feku', 'ਲੌਡੇ ਕੀ ਬਾਤ !!! 🤦 ਏਦੇ ਕੋਲੋ ਜਿਨੀ ਮਰਜ਼ੀ ਕਾਰਵਾਈ ਚਲੋ !! \nਬੋਕ , ਜੇ ਨੂੰ ਆਵਦੇ ਹੀ ਦੇਸ਼  ਦੇ ਕਿਸਾਨਾਂ  ਦੀ ਕੋਈ ਫਿਕਰ ਨੀ ਹੋ ਰਹੀ !!  ਫੱਕ ਮੋਦੀ !!!!!! 🤮 👎🏿', 'No  ""Monnh ki Baat "" it Monnh ki lath.. no discuss about - petrol price , job problem, disel price , gas silender , Corona crisis .... So on', 'Bas kr bohat huya ... aab jhola uthane k samai ho chuka...', 'Most Jaahil PM of the world!', 'Rojgar chaie to khud hi punji lgao or rojgar mil jaega ,,sarkar nokry deti h, or nokry usko milti h jo lagan k sath mehnat krte hai, jo nokry k yog hai prashad nhi hai jo nokry mil jaegi meri sister ne bpsc nikala hai 2021 .to mehnat kra hai nokry bat  nhi rhe the. Gurds hai to mehnat se nokry lo, ghus reshwat ka gaya jamana.', 'Man ki bakwass', 'Band krao es baat ko ........ sansad me koi amendment kro ki koi pm man ki baat na karega dobara......kafi ajeeb hai.... baat nhi karni kaam karo', 'Man bwara hai', '10% reservation ko pura kren', 'Please raise the voice of EWS age fees relaxation in central level', 'Ews wants justicr', '🔬🙂', 'Sir Petrol Hike, Economy, Unemployment, Farmers Ke Bare Me Baat Karo', 'Modi ji thoda ... Unemployment pe dhyan de dijiye ...', 'ONLY COME TO DISLIKE  👎', 'Only bakwas aur jhut', 'जुमला जीवी प्रधानमन्त्री हटाओ देश बचाओ ❤️']"
26,TC2OrrPYMsw,"['हर कठिंनता का सरलता ही उपाय है, और उंननत।', 'हर मंत्र में भारत ही नहीं धरा व धरा में भारत प्रथंम बनें,  युवा वर्रग के हर सपनें को समंहाला है, हमें सवाधींनता के अंमृत महोतसब में सवतंत्र, सवक्ष, व संमृदधता का संकलप लेनां है, व होगा,जंन जंन भागीदारी से। नव भारत जय नव भारत।', 'मंन हर्रषित तब हो प्रवल जंन सुरक्षा में, लगे चिकितसक ही संगठित शैलय व सघंन उपदृवी भदृ प्रकरण जो जंन जंन की हित कारी नां हों, हमें आभार से हतप्रभ हो रहे,  चिकितसकों के मंन से भय हटाते उंन पर विशवास करें, देश में कर्रम योगियों के सानिधय रहें,, हर मंन की बात है, सवर्रणं अटल, हमें तामिलनांडु के समर्रपणं में कर्रम शीलता मेंअदुततीयता का, गर्रव है, गौरव है। ये नव गौरव हैं। गौरव प्रसाद जी से।', 'अफवाहों सेबचते हर पल, सृजंन सजे,  संग, धरती जंन। जय भारतंम जय भारतंम, अटल अनुंरागी,  जंन रहे सवासथय सफल। महिलाएं,  शिक्षा में बढें घर घर, गांव, शहर वघर निंषछल। जागरूकता ही जंन मंन अधिनांयक हो, कृषि में हर सुधार जल सहायक हो। धरती भी जल आपूर्रति के लायक हो। बचत,  है जल संमृदधि सहायक, समय सरीखे, जल बचाव से। गांव खेत हों सजल समर।', 'अटल आशीष, कुशल श्री मिलखा सिहं जी, प्रतिनिधितव संग जंन नव भारत प्रेरंण मयी भारती चैंमपियंनश्री प्रबींन जी के समर्रपणं संवर्रधंन, कुमांरी दीपिका जी भी कुशलता की परिचायक हैं,  प्रियंका जी भी उचचतंम उदाहरण हैं,  जैवलिंन थृओंअर श्रीशिव पाल जी,  की कुशलता लिए,  कु, भवांनीं जी, जी की श्रेषठता, कापरिचायक, टोकियो में भी उचच प्रदर्रशंन देगा भारतीय, चियर फार ऐवरीबडीज, पलेयर भारती, हां भारतीय मुकत वैकसीनेंशन भी हमारेसवासथय वैज्ञांनिकों, को शत शत नमंन, गौरव पल, गौरव है, क्षणं क्षणं। हों अक्षुणं नव भारत के नवींन पल। जय भारत,  के जंन जंन के सृजंन। जय भारत,  नव भारत।', 'Wrestling', 'Abhinav bindra', 'Faltu pm...chor kahika', '🙏🏻🙏🏻😻', 'Worst indian PM ever', 'Chup ho ja be', 'Hey anti Modi it cell presents you most dislikes. Good luck 🎭🤣🤞', 'बहुत अच्छे मोदी जी! सबका विचार और चिंता करने वाले प्रधानमंत्री जी है हमारे हमे गर्व है आप पर मोदी जी', 'बहुत सारे कमेंट देखे है लेकिन किसी ने उन तीनों प्रश्नों के उत्तर नही दिए आपका ज्ञान परिचय और सिर्फ राजनीति यहा भी दिखती हैं', 'Nice speech 💦💫💦💟❣️💌sir', 'I will personally ensure that no one give vote to him in UP ELECTIONS IN 2022....', 'एक समय था जब मोदी के लिए दुसरों लड़ पड़ते थे पर आज मोदी की आवाज भी सुनना मानों ऐसे जैसे कान में कोई काटा चुभा रहा है...', 'ये balda रे r dekhtichha कोरे ना', 'Sb glt h sahab berojgari pr dhyan do', 'खेलेगा इडिया ,आगे बढेगा इडिया \nधन्यवाद मोदी जी \nजय हिंद जय भारत 🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳\nमेने भी जाना ओलंपिक खेल में']"
27,Rp_FY6y4cmw,"['47 डिग्री सेल्सियस की धूप में धरती का सीना चीरकर उसमें बीज डालकर 11 डिग्री सेल्सियस की कड़कड़ाती सर्दी में उस बीज से अंकुरित पौधे को पानी देकर पोषण करते हुए अन्न पैदा करने वाले अन्नदाता के साथ ऐसी क्रूरता निंदनीय है..!😢', 'Dislike krne aaya tha bs😆', '1 of the biggest lier in aur universe', 'West off time iska kya hai araam se baith kar bakwaas karta hai mulk tabaahi ki taraf lejaraha hai jo kisaan k nahi wo hindustaan ka nahi bycout bhardwa gar party', 'Please talk about petrol and diesel price', 'Pet kaliye dadan jana koi jurm   job  \nSir. Paribar  goun aya to rasan kat gayatha', 'Vulnerable prime minister ever seen, such a waste government. Stop talking start working', 'Dislike king 👑 modi', 'Where 15lakhs rs 😂', 'Please start talking practical...what about dead bodies in Ganga  what about job, what about inflation, what about economy, what about GDP', 'Please start talking practical...what about dead bodies in Ganga  what about job, what about inflation, what about economy, what about GDP', 'fenku pm 😂😂😂', 'Kissan Ekta Zindabad', 'मोदी हारे या जीते मोदी अपना राष्ट्र धर्म निभा रहा है', 'देश का प्रधानमंत्री सबसे बड़ा खिलाड़ी\n और हमारे देश की जनता मानव फुटबॉल बन चुकी है\n देश की जनता पेट्रोल डीजल गैस पर बात कर रही है तो यह खेल में लगे हुए\n पुराना में लाखों लोगों की मौत हो गई लॉकडाउन के चलते पूरे देश की अर्थव्यवस्था बर्बाद हो गई फिर भी यह महाशय 8 हजार करोड़ के प्राइवेट प्लेन खरीद रहे हैं\n 10 लाख का सूट और सवा करोड़ का भोजन कर अपने आप को भिखारी बता रहे हैं\n इलेक्शन कमीशन के साथ सांठगांठ कर जबरदस्ती की सरकार बनाने वाले आज जनता को मानो 4 किलो अनाज देखकर भिखारी समझ रही है\n सवाल :-1) पेट्रोल डीजल गैस में जो पैसे लूटे जा रहे हैं वह पैसे कहां गए\n2)PM केयर फंड के पैसे कहां गए\n3)  करुणा के नाम पर पूरे देश में लाखों लोगों की हत्या क्यों की और उनकी लाशों को गंगा किनारे कुत्तों से क्यों नहीं आया ?\n4) सुप्रीम कोर्ट  के जज की जासूसी करवा कर उससे क्यों गलत फैसला करवाया ?\n5) देश की संपत्ति को अपने मित्रों के हाथ क्यों  बेचा  क्या तुम इसको अपने बाप का माल समझते हो ?\n6)  हमारे देश के सेना पुलवामा से लेकर चाइना बॉर्डर तक जो मारे गए हैं उनका जिम्मेदार कौन है  और चीन ने हमारे देश की जमीन पर कब्जा क्यों कर रखा है क्या आपने झूले में झूल कर यह समझौता कर लिया है ?\n7) हमारे देश के किसान क्यों सड़क पर बैठे आज अपनी जान गवा रहे हैं और तुम उसे कभी आतंकवादी कभी खालिस्तानी तो न जाने कितने नाम से पुकार रहे हो क्या तुम ही सिर्फ देशभक्त हो ?', 'Waste off pm', 'India itni mengai ka zimmedaar koun hai sharam karo sharam', 'Kaam q.nahi karte ho bass jumle baazi hi karte rahoge kya', 'बहुत जल्द भारत की सरकारी कंपनिया भारत को सुपर पावर बना देगी बेरोजगारी खत्म कर देगी  जिसमे हर एक प्रॉडक्ट बनेगा बेरोजगारी खत्म करने का इससे बड़ा उपाय नही हो सकता यहा के युवा सिर्फ सरकारी जॉब करना चाहते हैं', 'मन की बकवास,पेट्रोल के बढ़ते दामो की बात करो,जब कांग्रेस दाम बढ़ाती थी यही गले मे दाल की पिन्नी लटका के घूमता था']"
28,Bw3PxD-Z1MY,"['Laude jaisi bat..', 'Modi ji dislike bhut jada hai kon sunda thunu hahahah kissan majdoor ekta zindabad', 'Chicha chor hai bhagao isko', 'Bharat mein phele jaat paat par kyu kuch nhi bolte Modi ji\nDalit ke beti ke rape kyu nhi rook pa rahe sarkar', 'Hatt jhutte', 'Acch din kab ayagi modigi', 'sarkar ki to lottery lgi hui h covid ka jhasa de k', 'Dhongi baba', 'Paisa rajyo ko do jisse hr vibhag ki bharti ho ske', 'Apki sarkar bnte hi desh hjaro school ko band kra diye .usme cg ka 2000se jyada school band hua .pahle vala pm avsar uplabdh krate the aur app khtm kr rhe hao .', 'Dr manmohan singh ji pura 10sap rojgar per dhayn diya hai', 'Modi ji mn ki bat kho mt suno bhi .desh me manhgai ,berojgari charam per aap sir bat krte hai', 'SEVA DASS RADA RANI NaHA', 'Bakwaas PM', 'Swiss bank main desh ka paisa bad raha hai . modi ji ke netritav main dhanyawad modi ji', 'Aur kitana desh ko barbad karoge', 'Modi ji kewal chunaav ko hi mehtv dete h school band ho gaya factory band kr di rojgar band ho gaye par chunaav ni roka jawab doge to acha lagega', 'Bhaag feku apna biwi se mann ki baat kro', 'Pareshaani family waalo ko hooti hai kuttao ko nahi ise Kya maloom k family kise kehte hai', 'Dislikes dekho 😉']"
29,zt_STVCmDrQ,"['धन्यवाद', 'काम की बात भी कर लिया करो फेंकू प्रधानमंत्री जी', 'Pm care fund ko q chpaya jaraha hai aakhir kis baat ki choori karna hai jo asliyat batana nahi chahte ho', 'Har saal 100 lakh caroore kaha per tarriqi k liye istemaal howe ye batao', 'Jo kisaan k khilaaf hai ham sab uske khilaaf hai', 'Jo kisaan k dushman wo mulk ka dushman', 'Jo kisaan k saath nahi wo hindustan k sath nahi', 'Public k paese per lakhon ka mashroom naashte me khate ho our gareeb kisaano ko adaani ambaani ka gulaam banane k liye kanoon laate ho', 'Muslims our dalitaw per zulm kab tak hota rahega', 'Ache din tou waapis nahi aaye tou bore halaat mulk k q bana raheho', 'Mulk ko taraaqi ka waada karke barbaad q karrahe ho', 'Chai baechte baechte ab kya mulk bhi baech do ge kya', 'Awaam k naukar ho tou phir adaani ambaani ko q sab kuch baech rahe ho', 'Adaani ambaani ki gulaami q karte ho', 'Black money waapis kab aayegi', 'Har kisi k account me 15 lakh kab aayenge', 'Har saal 2 caroore job kaha hai', '""Mere man ki baat"" 🤔', 'Modi ji man ki bat nahi dhang ki bat kariye waise bhi janta apko apne man ki bat batane hi wali hai ye aaj se 10 sal puranra bharat nahi hai aaj ka yuva internet ke zariye puri duniya se juda hua hai use pata hai uske bhavishya ke liye kya sahi hai aur kya galat to ye man ki bat zyada din chalne wali nahi hai', 'Nahi chahi e tere man ki baat,,\nLogo ki man ki baat sun👎👎👎👎👎👎⭐👎👎']"
30,UWULJ0eWBl4,"['Like se jyada dislike dekhne k baad bhi agar samjh naa aa rhi ho to 2022 k liye taiyar rhana fir', 'Modi g berozgaro ko 2 caror rozgar dijiye', 'Faltu ki bat 👍', 'Modi ji kavi hamari man ki v bat sun lo', 'में सिर्फ डिसलाइक करने आया था', 'Maan ki bat ko dishlike thokh ke', 'sab changa si', 'Iss duniya ka sabse ghatiya neta', 'Bakwas bate only....', 'Choro a sab bato se student ko rojgar nahi  milega', 'Faku hy', 'Konsa nasha krke bolte ho hme bhi bta do.......', 'Shyam rangeela toh bhi BAAT KIYA toh accha entertainment hota hai...', 'Ghatiya program hai 😁😁😁😁😁 Man ke Batt', 'Dislike 🤣🤣🤣🤣🤣', 'Man ki bat Karan chhoir e', 'Me bhi berojgar\nUppolice 2019 final merit clear\nBut\nNo joining', 'Rojgar do sahab bahut hui mann ki bakwas', 'I like this ❤️❤️❤️', 'Better we will do BJP mukt bharat']"
31,tmqm_qES_4Y,"['दलाल परिधानमंत्री', 'जय जवान जय किसान', 'काले कृषि कानून रदद् करो', 'Dislike only', 'Stop privatisation of banking', 'Raise unemployment issue', 'Mann ki nhi kaam ki baat kare ab', 'Modi rojgar do', 'Man Ki bat me Jo night me dream dekhte ho vahi show aake pelte ho', 'कभी रोजगार की बात भी कर लिया करो साहब 😐😐', 'Boycott media', 'Kabhi rojgar ki bat nahi karte ho', '😡😡😡', 'काम की बात करिए ।।।', 'Watan ki baat kar \nMan ki baat lugayi se ki jaati hai,\nJisko aapne chhod diya', 'BJP will not again in power for next 50 years.', 'काम की बात करो अब👍👍👍', 'हा भाई विकाश तो रहा है किसका ये नहीं पता', 'Stfu!', 'In sabhi bahhadur mehanati aur jajbaji worrior ko mera dilse salam.. It really ispired me. Nothing is beautiful than ....INDIA....JAY HIND']"
32,gWLTdEKzcI0,"['सर आपकी सरकार ने रेलवे भूमि अधिग्रहण के बदले (अनुकंपा नियुक्ति) नौकरी देना क्यों बंद कर दिया', 'Man ki bakawas', 'Go Modi go modi', 'App log rojgar k bare bt q ni Krte h', 'BJP हटाओ देश को बर्बाद होने से बचाओ । किसान मजदूर एकता जिंदाबाद ❤️🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻 EVM हटाओ लौकतत्रं बचाओ 🙏🏻🙏🏻 मोदी रोजगार दो भाषण बाजी नहीं', 'Rojgar Kaha hai', 'Berojgari sriram', 'Mere pyare deshwasiyo dislike kro🙏🙏', '🙏', 'jada se jada dislike kijiye', 'Thanks modi sir', 'Do something to make life better for middle class', 'आपकी बीना काम की सुनकर हम तो परेशान हो गए है।\nकृपया मोदी जी किसान, मजदूर और बेरोजगार की भी कभी बात करा करो। \nजिनसे आपने हर साल दो करोड़ रोजगार देने का वादा किया था। \nअब कहा गया आपका वादा\nकृपया देश की जनता को बेकूफ मत समझो अाप', 'Mat kro like', '👎', 'Feku', 'Thanks Sir', 'Maan ki bakwas', 'Ann ki Baar kar. Maan ki baat apni GF samriti Irani se kar😄 chor no1', 'To be honest this is first time in my life i have never seen dislikes more than likes in YouTube of anyones video. But modi has given this opportunity,']"
33,ROgvnXLjPsI,"['जो बोलते है(मोदी जी) उसी का कल्याण कर देते है हे भगवान अब तो अवतार लो आप और न्याय कीजिए', 'Mere pyare chootiyo Bola Karo \nDeshwashiyo nhi', 'Job ki bat kab hogi', 'Rojgar do 🙄', 'कौन कमबख्त है जो ये वीडियो देखता है?\n     मैं तो देखता हूं कि बस DISLIKE कर सकूं', 'कौन कमबख्त है जो ये वीडियो देखता है?\n     मैं तो देखता हूं कि बस DISLIKE कर सकूं', 'Fekkkkkkkuuuu', 'Salo job do', 'Ndtv पर मैं सिर्फ रविश कुमार को सुनने आता हूं  , इसका बकवास सुनने नही', 'Dislike mama😂😂', 'Kisan majdoor ekta jindabaad modi Kisan birody', 'Yuvaaon k mann ki baat suno 😭', 'Dislike karne kon kon aata he', 'L pm', 'Jai jawan, jai kisan', 'इस पगले ने कहा था कि अगर मेरा काम पसंद ना आए तो चोराहे पर लाकर जुते से पीटना अब किसानों ने बुलाया है लेकिन वह आता ही नहीं 😂😂😂', 'पर उपदेश कुशल बहु तेरे, \nदाढ़ी बढ़ाये और माला फेरे! \n          [  फेकूजी  ]', 'Bakchod pm of india\n..', '😁😁😁', 'किसान विरोधी बिल वापस लो']"
34,Pi_FVeGZF-o,"['Mann ki baat nahin kaam ki baat karo sir. Desh toh barbaad ho gaya aapke under', 'Bjp nijgikaran bech desh Ko \nRojgar bani bani bate fake nhi', 'W', 'Ak dislike to bnta h feku baba ke liye😂', 'जय हिंद', 'जबतक bjp की बिदाई नहीं तब तक ढिलाई नहीं । बिहार', 'बिहार चुनाव में रैली में होने वाले भिड़ से corona nhi हो rha है और दशहरा के मेला मे जो मजदूर इस उम्मीद से बैठे थे कि isse उनको aamdani होगा तो इसके लिए corona है \nअभि नहीं तो कब samjhenge modi जी', 'मन की बात करने से अच्छा है कि  रोजगार की बात करो मोदी जी अपने इंडिया में बहुत बेरोजगारी बढ़ गई है', 'Please', 'Up Police ki job nikalo modi baba😢', 'Dislike and report this feku jumla😠', 'Mahagae km kariye mn ki bat pet nhi Bharata garibo', 'Modi baba', 'Rojgar do backwash ni chahiye', 'Jumla feko jumla', 'Bakwaas', 'Dekho Dekho kon aya    ....... Aya ..... Aya 😂😂', 'फेकू चाचा रोजगार कब मिलेगा।', 'Hamko rojgar chahiye man ki baat n', 'Man की बात बंद कर देनी चाहिए koi matlab nahi h iska']"
35,OPVtKXoQaEo,"['Petrol to 💯 ke bad ab Mann ki baat', 'Maan ki bakwas', 'Pehle hamare Sanvidhan ko to bacha lijiye sir Maharashtra me ye kya ho raha h wahan kya Hamare Sanvidhan ka koi value nahi hai........Aapse apeal hai ki hamare Sanvidhan ko bacha lijiye aapke paas power hai uss power ka sadupyog kare.......Maharashtra Sarkar ki tarah durupayog na kare..........Ye mera request hai aapse Ki HAMARE LOKTANTRA KO BACHA LIJIYE HAMARE SANVIDHAN KO BACHA LIJIYE......HAMARE RASTRABHAKT ARNAB GOSWAMI KO BACHA LIJIYE HAMARE SANVIDHAN KO BACHA LIJIYE............EK DESHBHAKT HONE KE NAATE .........  🙏🏻', 'देशद्रोही है।', 'Farmers nl bhut bura kr rhe ho tum modhi ji ,,,,,,,🤓🤓arey modhi yaad rkhna badla lye ge tumhse', 'Agli baar CONGRESS sarkar .', 'BJP hatao desh banao\nBJP hatao desh banao\nBJP hatao desh banao', 'Bahut ho gai Man ki baat thoda kam ki baat bhi kar lo', 'feku. .....', 'You always tell a lie', 'Bjp zindabad', 'मोदी जी सच में आपने मां के लिए दिल छू लेने की बात कही हैं, यह भारत ही है जहां मां को सबसे ऊपर का दर्जा मिला है और हम मां का इतना सम्मान करते हैं इस धरती को भारत मां का दर्जा दिया लेकिन अब मुझे लगता है कि कुछ नेताओं की वजह से हमारा देश खतरे में है !', 'Dislike from Punjab', 'Badka jhutha party, kam ki baat kab hogi', 'Over', 'Congress ne banaya tha aapne to bo bhi bech diya india ka poora gold Reserve khali kr diya RESERVE BANK OF INDIA 🇮🇳 ka poora gold reserve khali kr diya aur kya lootoge logon ko', 'Boycott fenku', 'Pm j kabhi to aap GDP Aur employment ke bare m bat kro', 'shame on you..', 'M rajasthan .s.w.m se hu phele dislike kiya study me to neta ji bole bideshi dislike hai ab sb kuch bata reh hai dekh lena sb india k he hai yaa nhi']"
36,XojZYteYWEo,"['Idiot ki baath', ""PL delete this 👆  😦🤔🤔😂  video. \n-- Don't like your face anymore. Because of your current Anti National actions. 🙏🙏\n-- Once you were my favorite."", 'No 1chutiya pm', 'Worst pm of india', 'Man jao prabhu kyu faltu ki bate kr rhe ho', 'Dislike badhate raho', 'काश यह एपिसोड युवा बेरोजगारो कि समस्या पर होता। में राज्य सभा टि वी से आग्रह करुगा की भविष्य में बेरोजगारी पर विशेष कार्यक्रम करे।', 'Esko bs fekna ata hai', 'Ye backchodi  dekhne se pahle mera MB Q nahi khatam ho gaya 😆', 'Feku', 'SpeakUpForSSCRailwayStudents', 'जिदंगी में उतार चढा़व आते हैं \n\n मोदी को हमारे तरफ नमस्ते |\nश्रीराम भगवान भी सयंम से काम करते थे\nऔर मोदी जी भी सयंम से काम कर रहे हैं |\nयुवको के अन्दर कलयुग हवस आ चुक हैं पढे़ लिखे लोगों को आज भी नौकरी मिल रही हैं |\nपढे़ लिखे लोग शान्त रहते उपद्रव नहीं करते हैं अनपढ़ लोग पढाई का ढोहंग रचाते है और घर वालों का पैसा बर्बाद करते हैं \n\nमैं सभी टीचर से अनुरोध करना चाहता है कि अपने विद्यार्थी से क से ज्ञ तक कितने अक्षर a से  z  तक पूछो क्योंकि हिन्दी की श्रंखला का से शुरू होता है अंग्रेजी की श्रंखला a से शुरू होता है \n\nजो लोग बता दे वे मन लगा कर पढाई करते हैं  जो लोग न बता पाये तो वो माँ बाप का पैसा बर्बाद करते है \n\nधरती पर कलयुग कैसे आया यूट्यूब पर सर्च करो और वीडियो देखो', 'B. ed, BTC, d. ed karke khilauna hi banaya jayega', 'Lagta hai aap desh ka hi nijikaran kar denge', 'Modi ji bus man ki bat krenge ki rojgaar bhi denge', 'अच्छा होगा यदि आप रोजगार पर बात करे,\ni job par bolo\n aap job par boliai\nunsubscribe kar degiey', 'Feku ki baat', 'Naukri kidhar h \nRojgaar chahiye sir', 'Yeh desh kewal Gandhi ji ka hi nhi balki Subhash Chandra Bose ka v hai...\nModiji se ek baat kehna chahte hain, \nAapke faisle aaj tak desh ke hit me huye hai. Par kuchh samay me ye kya ho raha hai..?.\nGovernment must be accountable to their work and the fund contributed from public in PM cares fund.\nAap article 370 hata sakte hain, risk le sakte hai to fir corruption par risk q nhi le rhe... Aapko power hai ki aap corruption ko chhumantar kr sake. \nYuvao ko unka haq wapas dilaiye.. humara v samay bit rha hai.. \nChanakya ne kaha tha ki sahi administration chalane ke liye agar kuchh kade kadam uthana pade to uthao....\nMera Bharat mahan... Is slogan ko aage badhane me madad karein...\nBardasht nhi ho rha, yuva shakti ka dard... Jai Hind 🇮🇳...', 'Feku Modi go back Go BJP']"
37,XojZYteYWEo,"['Idiot ki baath', ""PL delete this 👆  😦🤔🤔😂  video. \n-- Don't like your face anymore. Because of your current Anti National actions. 🙏🙏\n-- Once you were my favorite."", 'No 1chutiya pm', 'Worst pm of india', 'Man jao prabhu kyu faltu ki bate kr rhe ho', 'Dislike badhate raho', 'काश यह एपिसोड युवा बेरोजगारो कि समस्या पर होता। में राज्य सभा टि वी से आग्रह करुगा की भविष्य में बेरोजगारी पर विशेष कार्यक्रम करे।', 'Esko bs fekna ata hai', 'Ye backchodi  dekhne se pahle mera MB Q nahi khatam ho gaya 😆', 'Feku', 'SpeakUpForSSCRailwayStudents', 'जिदंगी में उतार चढा़व आते हैं \n\n मोदी को हमारे तरफ नमस्ते |\nश्रीराम भगवान भी सयंम से काम करते थे\nऔर मोदी जी भी सयंम से काम कर रहे हैं |\nयुवको के अन्दर कलयुग हवस आ चुक हैं पढे़ लिखे लोगों को आज भी नौकरी मिल रही हैं |\nपढे़ लिखे लोग शान्त रहते उपद्रव नहीं करते हैं अनपढ़ लोग पढाई का ढोहंग रचाते है और घर वालों का पैसा बर्बाद करते हैं \n\nमैं सभी टीचर से अनुरोध करना चाहता है कि अपने विद्यार्थी से क से ज्ञ तक कितने अक्षर a से  z  तक पूछो क्योंकि हिन्दी की श्रंखला का से शुरू होता है अंग्रेजी की श्रंखला a से शुरू होता है \n\nजो लोग बता दे वे मन लगा कर पढाई करते हैं  जो लोग न बता पाये तो वो माँ बाप का पैसा बर्बाद करते है \n\nधरती पर कलयुग कैसे आया यूट्यूब पर सर्च करो और वीडियो देखो', 'B. ed, BTC, d. ed karke khilauna hi banaya jayega', 'Lagta hai aap desh ka hi nijikaran kar denge', 'Modi ji bus man ki bat krenge ki rojgaar bhi denge', 'अच्छा होगा यदि आप रोजगार पर बात करे,\ni job par bolo\n aap job par boliai\nunsubscribe kar degiey', 'Feku ki baat', 'Naukri kidhar h \nRojgaar chahiye sir', 'Yeh desh kewal Gandhi ji ka hi nhi balki Subhash Chandra Bose ka v hai...\nModiji se ek baat kehna chahte hain, \nAapke faisle aaj tak desh ke hit me huye hai. Par kuchh samay me ye kya ho raha hai..?.\nGovernment must be accountable to their work and the fund contributed from public in PM cares fund.\nAap article 370 hata sakte hain, risk le sakte hai to fir corruption par risk q nhi le rhe... Aapko power hai ki aap corruption ko chhumantar kr sake. \nYuvao ko unka haq wapas dilaiye.. humara v samay bit rha hai.. \nChanakya ne kaha tha ki sahi administration chalane ke liye agar kuchh kade kadam uthana pade to uthao....\nMera Bharat mahan... Is slogan ko aage badhane me madad karein...\nBardasht nhi ho rha, yuva shakti ka dard... Jai Hind 🇮🇳...', 'Feku Modi go back Go BJP']"
